"","mass.norm","Reach","Site","Distance","Bank","Sample","ID.x","Lab","NH4","NO3","Incubation","Initial.Wet","Soil.Wet.Tin","Soil.Dry.Tin","NH4Corrected","NO3Corrected","Dry_Weight","Water_Weight","GW","NH4_Conc","NO3_Conc","ID.y","Replicate","Weight","pctN","d15N","pctC","d13C","C.N","massN","massN2"
"71",197.298650266667,"Up","2",10,"Right",29,"Up2 RR 10m","156",0.21,0.19,"I",10.494,76.58,13.99,0.2,0.15,73.4763333333333,10.8863333333333,5.7494105759515,12.8633706421793,9.6475279816345,"U2-RR-10m",1,2.014,2.6852,4.9549,40.6968,-27.1635,12.9971198347229,5.4079928,26.852
"72",27.5478921533333,"Up","2",20,"Left",25,"Up2 RL 20m","175",0.18,0.05,"I",10.362,56.459,24.334,0.17,0.01,53.3553333333333,21.2303333333333,1.51316512537093,4.12312363745472,0.24253668455616,"U2-RL-20m",1,2.062,0.51631,7.4389,10.8244,-26.6515,17.9786383236965,1.06463122,5.1631
"73",50.4264310666667,"Up","2",20,"Right",30,"Up2 RR 20m","161",0.24,0.11,"I",10.06,55.473,21.749,0.23,0.07,52.3693333333333,18.6453333333333,1.80870995423341,6.4215038715078,1.95437074350237,"U2-RR-20m",1,2.004,0.9629,8.3567,16.1983,-26.3292,14.4261934346059,1.9296516,9.629
"74",37.9030970933333,"Up","2",3,"Left",22,"Up2 RL 3m","171",4.1,0.89,"I",10.101,82.369,51.864,4.09,0.85,79.2653333333333,48.7603333333333,0.625610981603899,65.8226800788036,13.6795300897269,"U2-RL-3m",1,2.066,0.47818,11.0452,7.7662,-26.7035,13.9277403799972,0.98791988,4.7818
"75",197.985459333333,"Up","2",3,"Right",27,"Up2 RR 3m","142",0.19,0.29,"I",10.555,69.743,18.609,0.18,0.25,66.6393333333333,15.5053333333333,3.29783300369765,7.32932203378093,10.1796139358069,"U2-RR-3m",1,2.032,2.971,7.9721,41.2246,-26.9877,11.8991872398387,6.037072,29.71
"76",52.5015717333333,"Up","2",6,"Left",23,"Up2 RL 6m","179",4.39,0.18,"I",10.155,55.261,28.684,4.38,0.14,52.1573333333333,25.5803333333333,1.03896222358322,87.9434223465732,2.81097696998179,"U2-RL-6m",1,2.022,1.0066,8.8762,20.3919,-26.2579,17.372577849045,2.0353452,10.066
"77",137.134496266667,"Up","2",6,"Right",28,"Up2 RR 6m","174",0.07,0.06,"I",10.434,61.123,12.471,0.06,0.02,58.0193333333333,9.36733333333333,5.19379403601167,3.56169869810907,1.18723289936969,"U2-RR-6m",1,2.007,2.3636,4.7563,46.2379,-27.1041,16.7759691919572,4.7437452,23.636
"78",99.1735069,"Up","3",1,"Left",6,"Up3 RL 1m","158",0.31,0.36,"I",12.402,47.638,26.64,0.3,0.32,44.5343333333333,23.5363333333333,0.892152558455721,4.57705021397126,4.88218689490268,"U3-RL-1m",1,2.047,2.2269,9.6275,25.9151,-26.9493,9.97965834867474,4.5584643,22.269
"79",147.684177866667,"Up","3",1,"Right",1,"Up3 RR 1m","183",0.56,0.12,"I",10.336,65.373,21.202,0.55,0.08,62.2693333333333,18.0983333333333,2.44061147435307,18.3082073422425,2.66301197705346,"U3-RR-1m",1,2.069,2.3717,10.2663,33.2434,-27.9785,12.0201304658645,4.9070473,23.717
"80",59.2306718666667,"Up","3",10,"Left",9,"Up3 RL 10m","145",0.38,0.09,"I",10.039,58.243,31.62,0.37,0.05,55.1393333333333,28.5163333333333,0.933605302224456,7.12654608848539,0.963046768714242,"U3-RL-10m",1,2.036,1.0742,7.056,17.1606,-27.3968,13.6996925302962,2.1870712,10.742
"81",51.6291963733333,"Up","3",10,"Right",4,"Up3 RR 10m","164",0.16,0.59,"I",10.73,63.541,34.067,0.15,0.55,60.4373333333333,30.9633333333333,0.951900096888793,2.7286581037588,10.0050797137823,"U3-RR-10m",1,2.049,0.85426,8.0881,15.5077,-26.4548,15.5675697180674,1.75037874,8.5426
"82",34.5465354866667,"Up","3",20,"Left",10,"Up3 RL 20m","154",0.28,0.16,"I",10.286,52.188,30.776,0.27,0.12,49.0843333333333,27.6723333333333,0.773769227989448,4.65601488972536,2.06933995098905,"U3-RL-20m",1,2.028,0.70382,6.2605,15.1749,-26.731,18.4896092848619,1.42734696,7.0382
"83",65.1100136,"Up","3",20,"Right",5,"Up3 RR 20m","173",0.49,0.08,"I",10.11,62.761,21.134,0.48,0.04,59.6573333333333,18.0303333333333,2.3087204895454,15.7090587040731,1.30908822533942,"U3-RR-20m",1,2.019,1.0914,5.5589,17.6877,-27.0303,13.8979554103086,2.2035366,10.914
"84",57.0549896,"Up","3",3,"Left",7,"Up3 RL 3m","167",0.39,0.31,"I",10.63,49.626,24.817,0.38,0.27,46.5223333333333,21.7133333333333,1.1425698495548,7.65923370489958,5.44208710611286,"U3-RL-3m",1,2.037,1.2264,9.5952,14.9609,-26.9278,10.4613824169137,2.4981768,12.264
"85",62.2154324866667,"Up","3",3,"Right",2,"Up3 RR 3m","177",0.12,0.06,"I",10.667,72.508,40.895,0.11,0.02,69.4043333333333,37.7913333333333,0.83651454478099,1.8938464416041,0.34433571665529,"U3-RR-3m",1,2.048,0.89642,9.0646,15.1095,-26.4006,14.4544661141517,1.83586816,8.9642
"86",127.1604173,"Up","3",6,"Left",8,"Up3 RL 6m","166",0.37,0.06,"I",10.297,63.544,23.305,0.36,0.02,60.4403333333333,20.2013333333333,1.99189822453963,10.4601666585828,0.581120369921265,"U3-RL-6m",1,2.024,2.1039,8.3597,28.0049,-27.2851,11.4149084429096,4.2582936,21.039
"87",55.3244056266667,"Up","3",6,"Right",3,"Up3 RR 6m","182",0.17,0.11,"I",10.605,70.909,36.142,0.16,0.07,67.8053333333333,33.0383333333333,1.05232305907279,3.0963855676723,1.35466868585663,"U3-RR-6m",1,2.003,0.81593,8.7318,13.818,-26.4449,14.522981584793,1.63430779,8.1593
